🎅,-6850493
😭,-6848451
🍑,-6793675
🥡,-6777707
🧭,-6777191
📨,-6775133
🏀,-6728661
💇,-6721996
🧔,-6720224
🌺,-6671299
🎁,-6664419
🍤,-6658752
🕌,-6654375
🧑,-6653656
🍞,-6652848
💾,-6644320
🍣,-6592936
🍔,-6591693
👶,-6588902
⚾,-6582132
💽,-6580863
🥵,-6531029
👱,-6522333
🌔,-6517189
🍟,-6467284
🏉,-6458565
✊,-6458081
👨,-6456798
🌼,-6454745
🦷,-6450040
👪,-6396098
👘,-6394848
🎇,-6391972
👵,-6325467
🍯,-6325453
😅,-6323915
📜,-6323356
🌄,-6322810
🌖,-6320587
🤓,-6260185
🐹,-6258827
😂,-6257092
😂,-6257092
😂,-6257092
😂,-6257092
😂,-6257092
😂,-6257092
😂,-6257092
📃,-6250336
🥎,-6250203
🤑,-6192091
📀,-6187401
🎂,-6187123
💿,-6184801
💆,-6129881
🤲,-6128099
🧓,-6127835
🤣,-6126795
😓,-6125769
📄,-6118750
😡,-6073831
😪,-6060234
📋,-6055281
🤪,-5997249
📆,-5992561
🏨,-5928584
😫,-5866461
🤩,-5865675
👴,-5865185
😇,-5863100
📩,-5858662
🏩,-5800819
😩,-5800669
😃,-5800150
😳,-5799878
😆,-5799637
🤕,-5798593
😢,-5798095
😥,-5797838
📉,-5786173
🌞,-5735131
😵,-5734878
😄,-5734101
😁,-5733326
🧾,-5723992
😜,-5669321
😀,-5668308
🧐,-5602517
🧒,-5602006
🙄,-5601476
🤤,-5536728
😴,-5536722
😬,-5536204
🥃,-5533324
😍,-5476061
😍,-5476061
😍,-5476061
😍,-5476061
😍,-5476061
😍,-5476061
😍,-5476061
🥴,-5472221
🤐,-5470158
👰,-5467820
🤭,-5406937
😝,-5406930
🤡,-5406096
🤨,-5405916
😲,-5405915
⏰,-5405820
😧,-5405659
🧻,-5395292
😛,-5341138
😟,-5339867
😉,-5339866
😌,-5339866
😣,-5339866
😖,-5339609
👦,-5338839
🤧,-5337795
😤,-5337535
😷,-5337273
😚,-5274843
😋,-5274582
😯,-5274075
😐,-5274074
😒,-5274074
😔,-5274074
😮,-5274074
😠,-5274074
😏,-5274073
🤥,-5274072
🤫,-5209817
😦,-5208537
🙁,-5208282
😑,-5208281
👧,-5207254
😙,-5143002
🙃,-5142490
🙂,-5142489
😗,-5142489
😕,-5142489
😞,-5142489
😘,-5078745
🤒,-5078484
🤔,-5076696
🤔,-5076696
🤔,-5076696
🤔,-5076696
🤔,-5076696
🤔,-5076696
🤔,-5076696
😊,-5012700
😊,-5012700
😊,-5012700
😊,-5012700
😊,-5012700
😊,-5012700
😊,-5012700
🥳,-5011654
😶,-5011161
📑,-4934217
🥰,-4884693
🥰,-4884693
🥰,-4884693
🥰,-4884693
🥰,-4884693
🥰,-4884693
🥰,-4884693
📈,-4805196
🤯,-4750286
🌸,-4687981
💮,-4685439
💏,-4423099
💑,-4356783
📅,-4349278
🌝,-4282286
🤗,-4224982
🌆,-4158104
🌕,-4085719
📝,-4081238
👩,-4024526
🌁,-3616553
🌅,-3301509
🌇,-2909847
🧖,-2500420
